time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-11 00:00:00+00:00,2,1,,
2025-01-12 00:00:00+00:00,1,1,,
2025-01-19 00:00:00+00:00,1,1,,
2025-01-20 00:00:00+00:00,1,1,,
2025-01-23 00:00:00+00:00,1,1,,
2025-01-24 00:00:00+00:00,1,1,,
