url_path,views_total,views_unique
/vincent-noel/MaBoSS,8,2
/vincent-noel/MaBoSS/tags,4,1
/vincent-noel/MaBoSS/releases,3,1
/vincent-noel/MaBoSS/releases/tag/2.5.6.2,3,1
/vincent-noel/MaBoSS/releases/tag/2.6.5.2,3,1
/vincent-noel/MaBoSS/actions,2,1
/vincent-noel/MaBoSS/actions/runs/16457699063/workflow,1,1
/vincent-noel/MaBoSS/actions/runs/20352069438/job/58486674014,1,1
/vincent-noel/MaBoSS/actions/runs/20368526803,1,1
/vincent-noel/MaBoSS/actions/runs/20368526803/job/58529802097,1,1
