url_path,views_total,views_unique
/vincent-noel/MaBoSS/actions,117,1
/vincent-noel/MaBoSS/actions/caches,34,1
/vincent-noel/MaBoSS/actions/runs/34665636089,5,1
/vincent-noel/MaBoSS/pull/2,5,1
/vincent-noel/MaBoSS/actions/runs/34665205197,4,1
/vincent-noel/MaBoSS/actions/runs/34665636047,4,1
/vincent-noel/MaBoSS/actions/runs/34668045142,4,1
/vincent-noel/MaBoSS/agents,4,1
/vincent-noel/MaBoSS/tasks/6eee7dfc-10a3-4d4e-98e7-d4b71a8a8270,4,1
/vincent-noel/MaBoSS,3,1
