url_path,views_total,views_unique
/vincent-noel/MaBoSS/actions,20,1
/vincent-noel/MaBoSS,11,1
/vincent-noel/MaBoSS/releases,9,1
/vincent-noel/MaBoSS/tags,7,1
/vincent-noel/MaBoSS/releases/tag/2.6.5.2,6,1
/vincent-noel/MaBoSS/releases/new,3,1
/vincent-noel/MaBoSS/releases/tag/2.5.6.2,3,1
/vincent-noel/MaBoSS/actions/runs/16208109470/workflow,1,1
/vincent-noel/MaBoSS/actions/runs/20347123829,1,1
/vincent-noel/MaBoSS/actions/runs/20347123829/job/58464840278,1,1
